https://scholar.google.com/citations?user=Hj9EkpsAAAAJ&hl=en,,,,,,,,,,Abd Alrahman Saleh Ukur
"https://scholar.google.com/citations?hl=en&user=oC1usa4AAAAJ&view_op=list_works
&sortby=pubdate",,,,,,,,,,Bassam Mohammad Alzobi
https://scholar.google.com/citations?user=uXTDm-sAAAAJ&hl=en,,,,,,,,,,Heba Saad Al Awamleh
https://scholar.google.com/citations?user=ZtVRsAQAAAAJ&hl=en,,,,,,,,,,Khuzaima Mahmoud Hamasha
https://scholar.google.com/citations?hl=en&user=xdCKLUQAAAAJ,,,,,,,,,,Mohammad Yosef Tashtosh
https://scholar.google.com/citations?hl=ar&user=0W1rKQEAAAAJ,,,,,,,,,,Abdullah Ahmad Al Ajloni
https://scholar.google.com/citations?user=wa5g2DQAAAAJ&hl=en,,,,,,,,,,Yehya Hussein Al Qudah
https://scholar.google.com/citations?hl=ar&user=A5gcdeUAAAAJ&view_op=list_works,,,,,,,,,,Ameen Ahmad Ukur
https://scholar.google.com/citations?user=QbMvnd0AAAAJ&hl=ar,,,,,,,,,,Iman Ahmad Al Rawashdeh
https://scholar.google.com/citations?hl=ar&user=_r2bAXQAAAAJ&view_op=list_works,,,,,,,,,,Abdullah Hussein Al Mohammad
https://scholar.google.com/citations?user=KR7kU4AAAAAJ,,,,,,,,,,Salwa Musa Mrian
"https://scholar.google.com/citations?view_op=list_works&hl=ar&hl=ar&user=5WNYXtI
AAAAJ",,,,,,,,,,Nuha Mahmoud Muhammad 
https://scholar.google.com/citations?user=-R2Rl1IAAAAJ&hl=ar,,,,,,,,,,Abdullah Ibraheem Mohammad 
https://scholar.google.com/citations?user=XIhj7nAAAAAJ&hl=en,,,,,,,,,,Mohammad Altaeb Odeh Shatnawi
Empty,,,,,,,,,,Yaseen Abdulra'oof Alrjoob
Empty,,,,,,,,,,Ahmad Bakr Alhaj
