https://scholar.google.com/citations?user=N4EiJusAAAAJ&hl=en,,,,,,,,,,Yahya Khuresat
https://scholar.google.com/citations?user=mHp8kFcAAAAJ&hl=ar,,,,,,,,,,Ashraf Abd Alkareem Abu Ein
https://scholar.google.com/citations?user=Bkp0NyMAAAAJ&hl=en,,,,,,,,,,Saed Ali Thuneibat 
https://scholar.google.com/citations?hl=ar&user=YjI94UoAAAAJ,,,,,,,,,,Abullah Yusef Ejje
https://scholar.google.com/citations?user=hF7r4oIAAAAJ&hl=en,,,,,,,,,,Huthaifa Ahmad AlEisa 
https://scholar.google.com/citations?hl=ar&user=-HR9QXsAAAAJ,,,,,,,,,,Nasr Yusef Al Garaibe
https://scholar.google.com/citations?user=bBG6JY8AAAAJ&hl=en&oi=ao,,,,,,,,,,Alaa Aldeen Almasade
https://scholar.google.com/citations?user=s4G-6ycAAAAJ&hl=en,,,,,,,,,,Wesam Fuaad Suidan
https://scholar.google.com/citations?user=-kd8YxsAAAAJ&hl=en,,,,,,,,,,Buthaina Ali Alshar'
https://scholar.google.com/citations?user=558W9MQAAAAJ&hl=en,,,,,,,,,,Mamoon Abd Allah Alsamade
https://scholar.google.com/citations?hl=ar&user=CeJk6qoAAAAJ,,,,,,,,,,Ahmad Mahmoud Albataine
Empty,,,,,,,,,,Ziad Uthman AlLababne
